date,close,high,low,open,volume,ticker,macd,rsi,bb_upper,bb_lower,atr
2015-02-09,26.620769500732425,26.64745144462894,26.333926728615506,26.36061036897336,155559200,AAPL,0.6325522484308941,66.46029510967607,27.339454713158688,23.074506125159182,0.6394034440987776
2015-02-10,27.132184982299805,27.16109267469541,26.718599709283215,26.720822072959173,248034000,AAPL,0.6797745931795696,70.22941072596512,27.589495918862184,23.11796581972424,0.632326281946221
2015-02-11,27.76812744140625,27.77702198452417,27.23891484934481,27.29895089481497,294247200,AAPL,0.7597558902968053,74.12356614809583,27.945274728006865,23.09779816322849,0.6332199048232311
2015-02-12,28.119464874267575,28.346271568231803,27.92156588046305,28.030521105976927,297898000,AAPL,0.8417880306562608,75.99198160000512,28.317456237108697,23.105664070813663,0.6292859206805398
2015-02-13,28.25732421875,28.30179524902865,27.93935143252056,28.30179524902865,217088800,AAPL,0.9074625267295744,76.70281677499587,28.593421883187194,23.289533286490542,0.6102257703825077
2015-02-17,28.424091339111328,28.6575684745412,28.221744262210645,28.34848855663976,252609600,AAPL,0.9618788107277538,77.56806024220194,28.79737149553664,23.580479418464822,0.5977685162359396
2015-02-18,28.62199592590332,28.63533689747999,28.33959958681433,28.379624198005637,179566800,AAPL,1.0093383300632617,78.58452592318947,29.041288437240173,23.790782867081116,0.5761948586952055
2015-02-19,28.561952590942383,28.690920945904036,28.53527065299236,28.56862307542989,149449600,AAPL,1.0302295013399174,77.43802661543015,29.219699160048833,24.04220517497314,0.5461559611392391
2015-02-20,28.795434951782227,28.795434951782227,28.4730157023352,28.59975832351753,195793600,AAPL,1.0534820945001293,78.7370986588871,29.449653120642008,24.202309541101155,0.5301747674469383
2015-02-23,29.57368469238281,29.57368469238281,28.83100801140168,28.91105721846636,283896400,AAPL,1.1217770445795487,82.3790564347338,29.79879501722412,24.308205142993163,0.5478944083864843
2015-02-24,29.389123916625977,29.707098350862747,29.16676540619413,29.560340919676545,276912400,AAPL,1.1477779031901747,78.92650345606853,30.033882573370146,24.507040545221162,0.547354303835208
2015-02-25,28.637544631958008,29.262374755952116,28.49523535296951,29.25347851749736,298846800,AAPL,1.09511381354476,66.67220545318624,29.921011806550855,25.066384815153246,0.572106750965298
2015-02-26,29.000001907348636,29.10006257703535,28.15281636818704,28.63755638232021,365150000,AAPL,1.0702868158361198,69.15911033614692,30.00382260229268,25.32963706109843,0.5989024265283701
2015-02-27,28.56418228149414,29.033358981619905,28.51526312656748,28.906612973058365,248059200,AAPL,1.0038722256448231,63.06544358596629,30.062596826268216,25.49383093862436,0.5931305285658027
2015-03-02,28.704265594482425,28.96887282281326,28.528603825590125,28.73984377825784,192386800,AAPL,0.9515726004553251,64.15859087488795,30.071171854715928,25.760771275777238,0.5822118477556122
2015-03-03,28.76430320739746,28.799881390989704,28.481906888632807,28.67536114133918,151265200,AAPL,0.904542303682355,64.64160522150941,30.08693238847338,25.99397161848463,0.563337751655704
2015-03-04,28.581972122192383,28.808778837633067,28.53305635310015,28.7064957846363,126665200,AAPL,0.8428421007962044,61.91277083426798,30.045898453361158,26.265289481514333,0.5427938040040764
2015-03-05,28.10835075378418,28.62866905077443,27.96381732802196,28.590868496848422,226068400,AAPL,0.7471146862312281,55.37359492006745,29.96502037154408,26.508935545814314,0.5515122267718188
2015-03-06,28.15059280395508,28.76652525661798,28.07499170934092,28.550837186219347,291368400,AAPL,0.6669701838223716,55.82177180860377,29.884049084884545,26.73799776722727,0.5615137496650503
2015-03-09,28.270662307739254,28.810995279684807,27.80815617554233,28.452996227639467,354114000,AAPL,0.6061563012247468,57.13938626357806,29.7233144913944,27.081288513061164,0.5930369892705808
2015-03-10,27.68585968017578,28.28845106318792,27.52798533523556,28.108341205636272,275426400,AAPL,0.5049514109369326,49.409827902912426,29.551739239063835,27.35937278333607,0.604996184890708
2015-03-11,27.18111228942871,27.743679224261488,27.15220628481303,27.739232799113434,275756000,AAPL,0.37964064907421147,43.891031783374984,29.542517436019487,27.373487317093307,0.6040302387876901
2015-03-12,27.672521591186523,27.77258395917488,27.045470531678525,27.19667441748349,193450800,AAPL,0.31633705460319916,49.77299452338243,29.55062448837285,27.35581967971797,0.6128218951240234
2015-03-13,27.48129272460937,27.883762858746906,27.2567118077468,27.661404305960183,207309200,AAPL,0.24788051624963003,47.67837016763979,29.590445616668426,27.252181336456573,0.6138382634008863
2015-03-16,27.783693313598636,27.783693313598636,27.321188932610717,27.54576979144797,143497200,AAPL,0.21554475094897185,51.17739625855826,29.59786528269688,27.197398579912985,0.6030287003713887
2015-03-17,28.248430252075195,28.31069037432514,27.93935200486218,27.994941642079787,204092400,AAPL,0.22482714358677214,56.042661778653176,29.59074893011198,27.18694882379427,0.5975978689681826
2015-03-18,28.566404342651367,28.71983229121008,28.099451708101014,28.23953698952777,261083600,AAPL,0.25490299525964843,59.04952567755365,29.58605534476566,27.186083250815393,0.5992252056925312
2015-03-19,28.35071563720703,28.739843106737325,28.328480121097527,28.62866382972867,183238000,AAPL,0.2583558826572592,56.23929108520788,29.57283083671663,27.178184063490892,0.5858064756887646
2015-03-20,27.994951248168945,28.550846114631742,27.83040634055257,28.517493678025616,274780400,AAPL,0.22973684451095622,51.85558476176881,29.52748676062503,27.14347976922116,0.595423139859508
2015-03-23,28.28622436523437,28.428533668429854,28.132796458539584,28.266212914688467,150838800,AAPL,0.22793189980883355,54.95160338699043,29.31903845491994,27.223182042211405,0.583863088459608
2015-03-24,28.170604705810547,28.470786706839743,28.141697009126037,28.29067852409887,131369200,AAPL,0.21469703412169494,53.48140341756278,29.124150915113976,27.296217660935827,0.5656649891206149
2015-03-25,27.43459892272949,28.19951292316789,27.43459892272949,28.137252796892437,206620800,AAPL,0.14316843547007352,45.19250721976691,29.10116442341613,27.198909581710822,0.5798970613575997
2015-03-26,27.62582015991211,27.76812946725988,27.26115234777586,27.29673052284318,190291600,AAPL,0.10075007726505092,47.47042162544352,28.97364636042212,27.18900946996118,0.5746884940809155
2015-03-27,27.405691146850582,27.728110364111448,27.33009005453991,27.699204363485794,158184800,AAPL,0.04880802261785888,45.14433149697794,28.933061828075093,27.11374488884385,0.5620693380445314
2015-03-30,28.09945297241211,28.106123458047637,27.572462553209395,27.58358116024277,188398800,AAPL,0.06289928756735463,52.96652124754141,28.848886152379087,27.13743930233283,0.571952407555426
2015-03-31,27.66807746887207,28.12613558907677,27.65251243652904,28.03719182006173,168362400,AAPL,0.03881093033579219,48.349823024012565,28.727306463545855,27.149396417313522,0.5649288893405906
2015-04-01,27.628049850463867,27.82150239978064,27.37233717855166,27.7547941561649,162485600,AAPL,0.016302909608004512,47.9323316109255,28.63211217012125,27.149198483565275,0.556660055904047
2015-04-02,27.8659725189209,27.91933809418971,27.61470797625508,27.80148833792644,128880400,AAPL,0.01746221837787232,50.659529783475506,28.613257019667298,27.143815810532896,0.53865791747766
2015-04-06,28.317363739013672,28.35294192475229,27.645841599579253,27.67697166386991,148776000,AAPL,0.05417992550265538,55.429325132013616,28.63737292296089,27.136377000745167,0.5506895180273298
2015-04-07,28.01940155029297,28.488576533226613,28.01273106518156,28.38184537852191,140049200,AAPL,0.05856086132352445,51.86510549199654,28.60688955392921,27.141734294032215,0.5453435144571673
2015-04-08,27.9282341003418,28.1061216224908,27.78814882176073,27.98382373895572,149316800,AAPL,0.05405324111501386,50.78899267949156,28.61414020304575,27.158721086932275,0.5291027491909462
2015-04-09,28.141691207885746,28.146139327902286,27.71921141519314,27.983816876512904,129936000,AAPL,0.06693355589971617,53.23554180186874,28.593148346514468,27.27577083530926,0.5218045465851034
2015-04-10,28.26177024841309,28.286229823663,27.852631346889225,28.006057586730154,160752000,AAPL,0.08584114985116997,54.60283511190431,28.625815434466812,27.302028613079575,0.5155041130271514
2015-04-13,28.20618438720703,28.58864309715633,28.152818805185365,28.54416866862595,145460400,AAPL,0.09524234535964382,53.818397592712486,28.631039185447772,27.36929402835838,0.5098126972374236
2015-04-14,28.083885192871094,28.304019679612928,27.997165495170943,28.23953549734288,102098400,AAPL,0.09176651043652484,52.04673665532559,28.638977997674232,27.391374404059164,0.49531566060917803
2015-04-15,28.19062042236328,28.268445585854018,28.019405062683663,28.10834883372793,115881600,AAPL,0.09651199698973656,53.48587832132911,28.632261439895185,27.392309978867022,0.47772457936354773
2015-04-16,28.05497932434082,28.26177285459356,28.041638353505544,28.079438901846288,113476000,AAPL,0.08830974647561973,51.37573655863703,28.553026570235343,27.420402346695813,0.4593252880581526
2015-04-17,27.73923110961914,28.04830938065471,27.67474692190119,27.91711864101081,207828000,AAPL,0.05568921117792769,46.75186529479527,28.506340654322067,27.405939809850295,0.4536757962282582
2015-04-20,28.372953414916992,28.488579125779587,27.832622017726813,27.921565785715647,188217200,AAPL,0.08005052313451344,55.423423730857934,28.554468537122986,27.39561214372418,0.4747952405091288
2015-04-21,28.21952438354492,28.50636542004473,28.166157110114217,28.48413160080693,129740400,AAPL,0.08598541150233885,53.16596564416623,28.544662526705917,27.398748155972303,0.465181888324942
2015-04-22,28.599750518798828,28.65534014639277,28.088326962811,28.237306757612185,150618000,AAPL,0.11998679167968973,57.75785498738509,28.623570620932238,27.362754643044813,0.4724555522718584
2015-04-23,28.833234786987305,29.000003711145578,28.493026453138217,28.528604637926705,183083600,AAPL,0.1638842044755009,60.32998295995842,28.738814760382176,27.387374090020657,0.4749213883958228
2015-04-24,28.968862533569336,29.04668935882001,28.73538545073846,29.01555930730397,178103600,AAPL,0.20722844551607977,61.78560687483819,28.881513313955224,27.378979773813327,0.463234425516232
2015-04-27,29.495851516723636,29.60258603184301,29.16231379104826,29.4202504465383,387816800,AAPL,0.28086503820102493,66.8720991196835,29.122838646116378,27.34667047863948,0.47541221642747794
2015-04-28,29.031129837036133,29.916115857851437,28.810997058474765,29.89833016079196,475696000,AAPL,0.2982849692674243,59.36767238583647,29.231703879285828,27.330972931932433,0.5203912580667062
2015-04-29,28.604204177856445,29.260161231898245,28.52860308399069,28.94219012909227,253544400,AAPL,0.274477056757906,53.43509810216845,29.244693630903427,27.41159585121327,0.5354746073410526
